egoid,Trust_1_5,Trust_2_5,Trust_3_5,Trust_4_5,Trust_5_5,Trust_6_5,Trust_5,lonely_1_5,lonely_2_5,lonely_3_5,lonely_4_5,lonely_5_5,lonely_6_5,lonely_7_5,lonely_8_5,lonely_9_5,lonely_10_5,lonely_11_5,lonely_12_5,lonely_13_5,lonely_14_5,lonely_15_5,selsa_rom_5,selsa_fam_5,selsa_soc_5,SelfEff_exercise_1_5,SelfEff_exercise_2_5,SelfEff_exercise_3_5,SelfEff_exercise_4_5,SelfEff_exercise_5_5,SelfEff_exercise_6_5,SelfEff_exercise_7_5,SelfEff_exercise_8_5,SelfEff_exercise_9_5,SelfEff_exercise_10_5,SelfEff_exercise_11_5,SelfEff_exercise_12_5,SelfEff_exercise_13_5,SelfEff_exercise_14_5,SelfEff_exercise_15_5,SelfEff_exercise_16_5,SelfEff_exercise_17_5,SelfEff_exercise_18_5,SelfEff_exercise_scale_5
74845,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.5,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,0.24475241,-0.60965979,-0.56371474,71.0,100.0,100.0,59.0,39.0,100.0,38.0,57.0,39.0,76.0,16.0,18.0,69.0,100.0,100.0,89.0,16.0,78.0,64.722221
90905,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
39659,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
62072,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
60396,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.88956559,-0.62864429,-0.57458991,91.0,81.0,84.0,100.0,84.0,68.0,78.0,100.0,88.0,100.0,75.0,75.0,75.0,100.0,100.0,31.0,92.0,95.0,84.277779
61084,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
92412,Agree,Agree,Agree,Agree,Agree,Agree,3.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.0410961,-0.6137417,-0.60567075,70.0,42.0,100.0,67.0,100.0,100.0,78.0,78.0,100.0,90.0,37.0,60.0,35.0,85.0,53.0,23.0,24.0,100.0,69.0
92038,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,3.5,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,0.91844249,-0.33845821,-0.9749493,92.0,99.0,92.0,52.0,81.0,53.0,92.0,73.0,72.0,97.0,97.0,77.0,95.0,92.0,94.0,94.0,94.0,92.0,87.352943
33388,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,2.0,Disagree,Disagree,Somewhat Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Disagree,Somewhat Agree,Disagree,0.45205355,-0.48974493,2.379262,61.0,92.0,93.0,28.0,91.0,22.0,23.0,87.0,21.0,12.0,10.0,16.0,24.0,19.0,93.0,47.0,80.0,76.0,49.722221
31717,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
18324,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
86440,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,0.96912599,-0.4802542,0.60639673,35.0,15.0,62.0,88.0,28.0,38.0,40.0,73.0,79.0,47.0,15.0,13.0,51.0,41.0,83.0,59.0,38.0,58.0,47.944443
95585,Agree,Agree,Agree,Agree,Agree,Agree,3.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Agree,0.099823363,0.22336662,-0.8500728,92.0,60.0,61.0,52.0,60.0,68.0,49.0,56.0,57.0,55.0,68.0,73.0,49.0,67.0,38.0,54.0,71.0,68.0,61.0
29792,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,Strongly Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,-1.2237133,-0.078850009,0.58023691,21.0,47.0,59.0,22.0,36.0,17.0,85.0,14.0,11.0,82.0,16.0,31.0,13.0,91.0,84.0,98.0,10.0,92.0,46.055557
14737,Agree,Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,3.0,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,0.8563385,0.8888303,0.44243374,80.0,95.0,95.0,30.0,50.0,45.0,45.0,25.0,10.0,90.0,80.0,5.0,39.0,46.0,96.0,78.0,41.0,80.0,57.222221
28223,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,2.8333333,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.6847586,-0.53415757,-0.95206696,20.0,20.0,10.0,20.0,20.0,20.0,20.0,10.0,15.0,20.0,15.0,10.0,10.0,40.0,100.0,10.0,20.0,20.0,22.222221
85708,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
55452,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.1666667,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,0.10944667,0.14603262,-0.15239148,100.0,100.0,100.0,44.0,100.0,100.0,100.0,64.0,74.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.444443
20179,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,0.0051865918,-0.55879539,-0.7904982,70.0,81.0,100.0,50.0,89.0,90.0,88.0,59.0,67.0,100.0,32.0,99.0,100.0,79.0,100.0,25.0,81.0,100.0,78.333336
78339,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
23696,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
28653,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,3.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2373712,-0.87697828,0.40113834,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
84715,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
95559,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,3.1666667,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.3289862,-0.60374689,-0.46400186,11.0,12.0,50.0,83.0,35.0,35.0,88.0,85.0,39.0,84.0,28.0,82.0,35.0,63.0,31.0,50.0,43.0,58.0,50.666668
30152,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,2.8333333,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,-1.4168941,0.47579241,0.64459199,19.0,10.0,31.0,31.0,10.0,6.0,6.0,67.0,13.0,73.0,12.0,75.0,54.0,76.0,78.0,56.0,23.0,13.0,36.277779
68764,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
60367,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.6666667,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,-0.72006953,0.28026307,1.7978193,75.0,41.0,59.0,51.0,45.0,67.0,72.0,40.0,45.0,98.0,33.0,52.0,54.0,69.0,62.0,64.0,57.0,59.0,57.944443
36939,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
59592,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,-1.4148471,1.1639318,-1.254371,49.0,60.0,92.0,65.0,91.0,42.0,43.0,86.0,71.0,80.0,53.0,42.0,32.0,91.0,89.0,28.0,44.0,94.0,64.0
22897,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
89652,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,4.1666665,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.68294775,-0.64217627,-0.39774582,70.0,5.0,81.0,78.0,47.0,14.0,13.0,13.0,27.0,32.0,4.0,11.0,3.0,88.0,72.0,15.0,3.0,5.0,32.277779
28724,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,4.1666665,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,76.0,79.0,48.0,42.0,9.0,78.0,79.0,54.0,80.0,80.0,47.0,46.0,82.0,84.0,84.0,81.0,29.0,27.0,61.388889
92895,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
69831,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.5,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,1.0957129,-0.86809295,0.38490626,52.0,62.0,83.0,49.0,34.0,48.0,39.0,28.0,68.0,49.0,52.0,56.0,56.0,41.0,56.0,27.0,33.0,34.0,48.166668
59178,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
50072,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Agree,4.1666665,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,0.71275437,-0.55665803,-0.84031475,50.0,31.0,100.0,53.0,28.0,100.0,100.0,65.0,65.0,59.0,44.0,22.0,18.0,99.0,51.0,85.0,75.0,74.0,62.166668
44927,Agree,Agree,Disagree,Agree,Disagree,Agree,3.6666667,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,-0.90328872,0.12881015,0.1809963,50.0,23.0,60.0,31.0,48.0,19.0,5.0,70.0,39.0,57.0,13.0,12.0,49.0,76.0,58.0,32.0,12.0,59.0,39.611111
71894,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.3333333,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,0.83375931,3.2306502,1.4685304,50.0,40.0,80.0,50.0,60.0,30.0,55.0,60.0,40.0,60.0,30.0,15.0,55.0,85.0,85.0,60.0,20.0,90.0,53.611111
76790,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,3.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.93020529,-0.57244509,-0.90589291,100.0,100.0,100.0,70.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,50.0,100.0,100.0,92.222221
78428,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
66676,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
95930,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.82182449,-0.7230823,-0.25405288,50.0,39.0,77.0,54.0,65.0,66.0,70.0,52.0,38.0,79.0,38.0,47.0,56.0,80.0,60.0,20.0,19.0,70.0,54.444443
70962,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.5,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,-1.2933937,0.40390611,-0.13579082,20.0,19.0,33.0,16.0,16.0,16.0,12.0,13.0,14.0,15.0,16.0,20.0,21.0,19.0,18.0,17.0,16.0,17.0,17.666666
12738,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
29647,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
27111,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
30453,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,-0.212963,2.722657,2.1384699,38.0,39.0,36.0,75.0,42.0,79.0,74.0,76.0,69.0,91.0,89.0,98.0,50.0,43.0,68.0,80.0,80.0,87.0,67.444443
58219,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
28377,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
80177,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
18677,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,2.6666667,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.31870082,-0.4758572,-0.22620744,81.0,69.0,98.0,69.0,81.0,83.0,82.0,59.0,51.0,82.0,73.0,55.0,66.0,72.0,86.0,45.0,58.0,78.0,71.555557
66047,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,2.0,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Agree,-1.6379111,4.5950627,-0.40359539,10.0,70.0,100.0,0.0,5.0,0.0,5.0,1.0,50.0,55.0,80.0,0.0,20.0,70.0,100.0,0.0,50.0,20.0,35.333332
58682,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,3.0,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,0.58579236,-0.84908742,1.569368,10.0,52.0,83.0,30.0,12.0,8.0,63.0,47.0,81.0,37.0,10.0,39.0,85.0,90.0,90.0,52.0,21.0,73.0,49.055557
81199,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
85679,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
79834,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,2.6666667,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2437741,-0.64859742,-0.5247348,33.0,21.0,14.0,26.0,71.0,27.0,56.0,22.0,7.0,25.0,23.0,23.0,16.0,65.0,55.0,31.0,13.0,56.0,32.444443
93471,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
19538,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
14595,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
38052,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Agree,4.0,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,-1.2842144,-0.80558759,0.46256897,51.0,49.0,76.0,44.0,49.0,38.0,83.0,81.0,54.0,87.0,69.0,32.0,71.0,81.0,92.0,36.0,42.0,63.0,61.0
33133,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.1666667,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,1.1080003,0.82269031,-1.2673991,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40021,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,3.8333333,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.5242258,0.018795963,-0.053845592,45.0,17.0,69.0,27.0,23.0,24.0,42.0,27.0,47.0,82.0,71.0,28.0,35.0,74.0,78.0,56.0,53.0,64.0,47.888889
27141,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
93858,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
47810,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.0818279,-0.52943128,-0.78478426,53.0,75.0,45.0,100.0,30.0,36.0,100.0,100.0,75.0,100.0,49.0,100.0,100.0,86.0,100.0,100.0,23.0,100.0,76.222221
58196,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2056327,-0.58525735,-0.85204864,71.0,59.0,76.0,62.0,75.0,75.0,64.0,61.0,51.0,70.0,52.0,52.0,64.0,81.0,99.0,69.0,65.0,70.0,67.555557
42773,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
72152,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
