egoid,SelfEsteem_1_3,SelfEsteem_2_3,SelfEsteem_3_3,SelfEsteem_4_3,SelfEsteem_5_3,SelfEsteem_6_3,SelfEsteem_7_3,SelfEsteem_8_3,SelfEsteem_9_3,SelfEsteem_10_3,SelfEsteem_3,SelfReg_Exercise_1_3,SelfReg_Exercise_2_3,SelfReg_Exercise_3_3,SelfReg_Exercise_4_3,SelfReg_Exercise_5_3,SelfReg_Exercise_6_3,SelfReg_Exercise_7_3,SelfReg_Exercise_8_3,SelfReg_Exercise_9_3,SelfReg_Exercise_10_3,SelfReg_Exercise_11_3,SelfReg_Exercise_12_3,SelfReg_Exercise_13_3,SelfReg_Exercise_14_3,SelfReg_Exercise_15_3,SelfReg_Exercise_16_3,SRQE_Ext_3,SRQE_Introj_3,SRQE_Ident_3,SRQE_Intrin_3,SRQE_RAI_3,lonely_1_3,lonely_2_3,lonely_3_3,lonely_4_3,lonely_5_3,lonely_6_3,lonely_7_3,lonely_8_3,lonely_9_3,lonely_10_3,lonely_11_3,lonely_12_3,lonely_13_3,lonely_14_3,lonely_15_3,selsa_rom_3,selsa_fam_3,selsa_soc_3,SelfReg_1_3,SelfReg_3_3,SelfReg_4_3,SelfReg_5_3,SelfReg_6_3,SelfReg_7_3,SelfReg_8_3,SelfReg_9_3,SelfReg_10_3,SelfReg_11_3,SelfReg_12_3,SelfReg_13_3,selfreg_scale_3
35031,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,5,Not at all true,6,Somewhat true,Somewhat true,Not at all true,Not at all true,Somewhat true,Very true,5,Not at all true,3,5,Not at all true,2,3,1.0,2.75,4.25,4.25,8.0,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4664985,-0.60569429,-0.69836998,Disagree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,1.9166666
88185,Agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,46.0,5,Not at all true,Somewhat true,Somewhat true,5,Not at all true,Not at all true,6,Somewhat true,Somewhat true,Not at all true,6,Somewhat true,Not at all true,5,Somewhat true,1.0,2.5,4.75,4.75,9.75,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.0412574,-0.64031315,-0.76140922,Disagree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.8333334
35344,Neutral,Agree,Neutral,Strongly agree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,27.0,Somewhat true,Not at all true,Very true,3,6,Not at all true,Not at all true,Somewhat true,Very true,Very true,Not at all true,Somewhat true,5,5,3,5,2.0,2.5,5.5,5.25,9.5,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.1065016,-0.64702183,-0.73655337,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,1.9166666
31175,Agree,Neutral,Agree,Neutral,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,37.0,5,Not at all true,5,5,5,5,Not at all true,Somewhat true,Very true,5,Not at all true,5,Very true,5,6,6,2.0,4.5,5.75,5.0,7.25,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.78028041,-0.61347842,-0.86083257,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,2.1666667
41167,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
98325,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
36963,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
50666,Agree,Neutral,Agree,Neutral,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neutral,34.0,6,Not at all true,6,3,Somewhat true,Not at all true,Not at all true,5,6,Somewhat true,Not at all true,5,Very true,Not at all true,3,6,1.0,3.0,5.25,4.5,9.25,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.90885109,-1.0219674,0.88448417,Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,2.3333333
98624,Agree,Neutral,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,37.0,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Not at all true,Somewhat true,Somewhat true,Somewhat true,Not at all true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,2.5,4.0,4.0,4.0,3.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,0.90903795,-1.0345708,2.7718735,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,2.4166667
42617,Agree,Neutral,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neutral,Neutral,35.0,Very true,Not at all true,5,5,6,2,Not at all true,5,6,Somewhat true,Not at all true,6,6,3,5,6,1.5,3.5,6.0,4.75,9.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,1.113117,0.62599832,0.21344624,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Agree,2.0833333
58793,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,35.0,6,Somewhat true,6,6,6,Somewhat true,Not at all true,6,6,6,Not at all true,6,6,Somewhat true,6,6,2.5,5.0,6.0,6.0,8.0,Disagree,Disagree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Somewhat Agree,Agree,0.65626496,0.93886191,-0.1967542,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,2.4166667
25125,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,38.0,5,2,5,5,5,2,2,Somewhat true,6,Somewhat true,2,Somewhat true,5,3,6,6,2.25,3.5,5.25,4.75,6.75,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4646237,-0.60813087,-0.69940889,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,3.0
25548,Agree,Neutral,Strongly agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,38.0,6,3,Somewhat true,5,5,2,Not at all true,6,5,3,Not at all true,5,Somewhat true,3,5,6,2.0,3.5,5.25,4.5,6.75,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.0183146,-0.48260313,-0.51036716,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,2.3333333
25966,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,38.0,5,Not at all true,6,Not at all true,5,Not at all true,Not at all true,3,6,Somewhat true,Not at all true,5,5,Somewhat true,5,5,1.75,2.0,5.25,4.5,8.75,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,0.37244087,-0.75933474,-0.0872114,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,1.9166666
95444,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
96689,Agree,Neutral,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,36.0,5,2,Not at all true,Somewhat true,Somewhat true,2,Not at all true,Somewhat true,5,2,2,5,6,5,5,5,2.5,3.5,4.75,3.0,2.25,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,0.85008007,-0.044089079,0.32263726,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,2.75
22587,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
43581,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
75578,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,Somewhat true,Not at all true,Very true,Somewhat true,5,Not at all true,Not at all true,6,Very true,Very true,Not at all true,6,5,Not at all true,Very true,Very true,1.0,2.75,6.25,6.75,15.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6999776,-0.60923529,-0.69704527,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,1.25
43507,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
91551,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
30676,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
19030,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
33657,Agree,Neutral,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,37.0,Somewhat true,3,5,3,5,2,2,5,6,Somewhat true,Not at all true,6,6,3,6,6,2.25,3.5,5.75,5.0,7.75,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,0.71704715,0.9130283,-0.94228792,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,3.3333333
76521,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
52848,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
40231,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
65656,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,35.0,6,5,5,5,6,6,Somewhat true,5,Very true,6,2,5,6,3,5,6,3.5,5.5,6.0,5.25,4.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,-1.756695,0.32992908,-0.0086244596,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Agree,1.8333334
30610,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
36117,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,49.0,Somewhat true,Somewhat true,2,3,6,Somewhat true,2,3,Somewhat true,Not at all true,3,Somewhat true,5,2,Somewhat true,5,2.75,4.0,4.75,2.5,0.25,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,-1.792058,-1.1081532,1.6169181,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,2.75
82587,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neutral,Agree,35.0,Somewhat true,Not at all true,5,3,6,Not at all true,Not at all true,Very true,Very true,Somewhat true,Not at all true,6,5,Not at all true,6,6,1.0,2.5,6.25,5.5,12.75,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,-0.27011135,0.097349688,0.69667655,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,1.9166666
14690,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,41.0,Very true,3,3,6,5,3,Not at all true,2,3,2,2,5,6,Somewhat true,5,5,2.5,4.5,4.5,3.0,1.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6975126,-0.40299523,-0.76805556,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,3.25
40569,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
97021,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
26320,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
77532,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,47.0,Somewhat true,Not at all true,6,Not at all true,2,Not at all true,Not at all true,5,5,5,Not at all true,6,Not at all true,Not at all true,6,5,1.0,1.0,4.5,5.5,12.5,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.3618171,-0.59465253,-0.74923939,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,1.4166666
92515,Agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,46.0,6,Not at all true,6,Somewhat true,5,Not at all true,Not at all true,Somewhat true,Very true,3,Not at all true,6,5,Not at all true,Very true,6,1.0,2.75,6.0,5.0,11.25,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,-1.4909276,0.98953062,-0.5089221,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,2.0
97844,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,45.0,5,Not at all true,Very true,2,6,Not at all true,Not at all true,2,Very true,6,Not at all true,6,5,2,6,Very true,1.25,2.25,6.5,5.25,12.25,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6999776,-0.60923529,-0.69704527,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.9166666
81647,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
33127,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
45958,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
49790,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,49.0,Somewhat true,Not at all true,Very true,2,Somewhat true,Not at all true,Not at all true,5,Very true,Very true,Not at all true,Somewhat true,Somewhat true,Not at all true,Very true,Very true,1.0,2.0,5.5,6.5,14.5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.79533321,-0.65876621,-0.49670807,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,2.4166667
74251,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
28326,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
20507,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
71592,Neutral,Neutral,Neutral,Neutral,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,30.0,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,4.0,4.0,4.0,4.0,0.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,-0.4451786,1.9478321,2.393703,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
15181,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly agree,47.0,Not at all true,Not at all true,5,2,6,Somewhat true,2,5,6,5,2,Very true,6,Not at all true,Somewhat true,5,1.5,3.25,6.0,4.75,9.25,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.54162854,-0.75619948,-0.34508073,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,1.75
70209,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
78657,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
21887,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
48154,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,48.0,Somewhat true,Not at all true,3,Somewhat true,5,Not at all true,Not at all true,Very true,6,3,Not at all true,6,Somewhat true,Not at all true,Somewhat true,Very true,1.0,2.5,6.0,4.25,10.0,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.8331328,-0.61521167,-0.82736862,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,1.75
92953,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
90192,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
51495,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
34344,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
21793,Agree,Disagree,Agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,42.0,Somewhat true,Not at all true,6,2,5,Not at all true,Not at all true,6,Very true,Very true,2,5,5,2,3,6,1.5,2.25,5.75,5.5,11.5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Somewhat Agree,0.90947783,0.029532237,2.1562774,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.1666667
37218,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
