egoid,SelfEsteem_1_4,SelfEsteem_2_4,SelfEsteem_3_4,SelfEsteem_4_4,SelfEsteem_5_4,SelfEsteem_6_4,SelfEsteem_7_4,SelfEsteem_8_4,SelfEsteem_9_4,SelfEsteem_10_4,SelfEsteem_4,SelfReg_1_4,SelfReg_3_4,SelfReg_4_4,SelfReg_5_4,SelfReg_6_4,SelfReg_7_4,SelfReg_8_4,SelfReg_9_4,SelfReg_10_4,SelfReg_11_4,SelfReg_12_4,SelfReg_13_4,selfreg_scale_4,Trust_1_4,Trust_2_4,Trust_3_4,Trust_4_4,Trust_5_4,Trust_6_4,Trust_4
57359,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,35.0,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,2.5833333,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.3333333
17308,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,37.0,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,2.25,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.1666667
51851,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,46.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Disagree,Strongly Agree,1.5833334,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.5
35855,,,,,,,,,,,40.66666666666666,,,,,,,,,,,,,2.305555566666667,,,,,,,2.4444444666666665
67334,,,,,,,,,,,38.0,,,,,,,,,,,,,2.1388888666666666,,,,,,,3.222222233333333
60230,,,,,,,,,,,40.0,,,,,,,,,,,,,1.277777733333333,,,,,,,3.500000033333333
77838,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,46.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,2.1666667,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.1666667
37371,,,,,,,,,,,41.0,,,,,,,,,,,,,2.305555533333333,,,,,,,3.3888889
57292,,,,,,,,,,,30.666666666666668,,,,,,,,,,,,,2.555555566666667,,,,,,,3.666666733333333
66406,,,,,,,,,,,39.333333333333336,,,,,,,,,,,,,2.5277777333333336,,,,,,,3.6666666666666665
90447,,,,,,,,,,,37.0,,,,,,,,,,,,,2.3888889,,,,,,,3.111111133333333
56798,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,,,,,,,,,,,,,2.3611111,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,4.3333335
28827,,,,,,,,,,,33.333333333333336,,,,,,,,,,,,,2.444444433333333,,,,,,,3.111111133333333
23115,,,,,,,,,,,31.666666666666668,,,,,,,,,,,,,2.333333333333333,,,,,,,2.6666666666666665
77872,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,44.0,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Agree,2.25,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,3.6666667
43114,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,48.0,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Agree,2.25,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.3333333
72348,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,34.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,2.1666667,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,3.3333333
15707,,,,,,,,,,,35.333333333333336,,,,,,,,,,,,,2.5277778000000004,,,,,,,3.1666666666666665
45776,,,,,,,,,,,39.333333333333336,,,,,,,,,,,,,2.305555533333333,,,,,,,3.222222233333333
63122,,,,,,,,,,,35.0,,,,,,,,,,,,,2.8611111,,,,,,,3.6666667
27169,,,,,,,,,,,37.0,,,,,,,,,,,,,1.9166667,,,,,,,3.444444466666667
89607,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
59900,Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,39.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
28254,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
56480,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Neutral,Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,2.1666667,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Strongly Agree,3.8333333
11128,,,,,,,,,,,33.666666666666664,,,,,,,,,,,,,2.555555566666667,,,,,,,3.222222233333333
47886,,,,,,,,,,,40.0,,,,,,,,,,,,,2.8888888666666666,,,,,,,3.5
28820,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,3.5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
35347,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,2.1666667
45641,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,32.0,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,2.8333333,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.3333333
25369,,,,,,,,,,,37.0,,,,,,,,,,,,,2.3611111,,,,,,,3.222222233333333
64572,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,42.0,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,2.1666667,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
31538,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.5833334,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
73452,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,36.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,2.25,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667
51475,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,37.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,1.9166666,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,2.8333333
28312,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,35.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,3.0
13486,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.3333334,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,4.0
56805,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.3333334,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,3.6666667
57697,,,,,,,,,,,36.0,,,,,,,,,,,,,2.3888888666666666,,,,,,,3.555555633333334
54837,,,,,,,,,,,41.333333333333336,,,,,,,,,,,,,2.7777777666666665,,,,,,,3.7222222333333335
29718,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,38.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,2.0833333,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
26800,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Neutral,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,2.5,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667
60493,Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,36.0,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,2.5,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.5
52051,,,,,,,,,,,37.0,,,,,,,,,,,,,2.972222233333333,,,,,,,3.1666666666666665
30972,,,,,,,,,,,44.333333333333336,,,,,,,,,,,,,1.5555555333333333,,,,,,,3.7777777
47142,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,35.0,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,3.0,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,3.0
69217,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,36.0,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,2.1666667,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,4.0
69009,,,,,,,,,,,41.0,,,,,,,,,,,,,1.9444444333333333,,,,,,,3.222222233333333
84390,,,,,,,,,,,42.333333333333336,,,,,,,,,,,,,2.194444433333333,,,,,,,3.888888966666667
74845,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,45.0,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.5,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,3.3333333
90905,,,,,,,,,,,34.0,,,,,,,,,,,,,2.611111133333333,,,,,,,3.1111111
39659,,,,,,,,,,,42.333333333333336,,,,,,,,,,,,,1.8333333333333333,,,,,,,3.3888889
62072,,,,,,,,,,,35.333333333333336,,,,,,,,,,,,,2.250000033333333,,,,,,,3.5
60396,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,33.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
61084,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,46.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
92412,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,44.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.4166666,Agree,Agree,Disagree,Disagree,Agree,Agree,3.0
92038,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.8333334,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,3.5
33388,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,33.0,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,3.75,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,1.3333334
31717,,,,,,,,,,,33.0,,,,,,,,,,,,,2.333333333333333,,,,,,,3.055555566666667
18324,,,,,,,,,,,39.66666666666666,,,,,,,,,,,,,2.5277778000000004,,,,,,,3.888888966666667
86440,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,37.0,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Agree,2.5833333,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5
95585,,,,,,,,,,,43.333333333333336,,,,,,,,,,,,,1.5833333000000005,,,,,,,3.611111133333333
29792,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,40.0,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,2.6666667,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
14737,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,34.0,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,2.0833333,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,2.8333333
28223,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,2.0833333,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.0
85708,,,,,,,,,,,40.333333333333336,,,,,,,,,,,,,2.472222233333333,,,,,,,2.944444433333333
55452,,,,,,,,,,,39.66666666666666,,,,,,,,,,,,,2.7222222,,,,,,,3.611111166666667
20179,,,,,,,,,,,37.333333333333336,,,,,,,,,,,,,2.166666633333333,,,,,,,3.3333333666666665
78339,,,,,,,,,,,37.0,,,,,,,,,,,,,2.1111111,,,,,,,3.222222233333333
23696,,,,,,,,,,,41.0,,,,,,,,,,,,,1.8055555666666667,,,,,,,3.5
28653,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,4.1666665
84715,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,1.8611111,,,,,,,3.3333333666666665
95559,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,2.75,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
30152,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,36.0,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,2.8333333,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.0
68764,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,1.8611111,,,,,,,3.3333333666666665
60367,,,,,,,,,,,43.66666666666666,,,,,,,,,,,,,2.305555533333333,,,,,,,3.888888966666667
36939,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,3.3333333,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,3.0
59592,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,35.0,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,2.75,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.5
22897,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,40.0,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,2.1666667,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
89652,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,44.0,Neutral,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,2.5833333,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,4.6666665
28724,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,39.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.9166666,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
92895,,,,,,,,,,,38.0,,,,,,,,,,,,,1.6388888666666668,,,,,,,3.0
69831,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,36.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,3.0,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,3.3333333
59178,,,,,,,,,,,42.66666666666666,,,,,,,,,,,,,2.1388888666666666,,,,,,,3.555555533333333
50072,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,31.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,2.4166667,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,3.5
44927,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,32.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,2.0833333,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
71894,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,19.0,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,3.3333333,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.5
76790,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,47.0,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,2.0833333,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
78428,,,,,,,,,,,36.66666666666666,,,,,,,,,,,,,2.5277777666666665,,,,,,,3.055555566666667
66676,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,35.0,Neutral,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.9166666,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5
95930,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,36.0,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,2.25,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
70962,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,39.0,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,3.0833333,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
12738,,,,,,,,,,,43.333333333333336,,,,,,,,,,,,,1.8055555666666667,,,,,,,2.500000033333333
29647,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,35.0,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,1.9166666,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.5
27111,,,,,,,,,,,34.0,,,,,,,,,,,,,2.1388888666666666,,,,,,,3.2777777666666665
30453,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,27.0,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,2.75,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.6666667
58219,,,,,,,,,,,40.0,,,,,,,,,,,,,1.916666633333333,,,,,,,3.3888889
28377,,,,,,,,,,,34.666666666666664,,,,,,,,,,,,,3.0,,,,,,,3.055555566666667
80177,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,2.472222233333333,,,,,,,3.444444466666667
18677,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,47.0,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,2.3333333,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,2.6666667
66047,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,21.0,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,3.9166667,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,2.8333333
58682,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,37.0,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.4166667,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,3.6666667
81199,,,,,,,,,,,40.66666666666666,,,,,,,,,,,,,2.555555566666667,,,,,,,3.555555633333334
85679,,,,,,,,,,,35.666666666666664,,,,,,,,,,,,,2.0,,,,,,,3.2777778000000004
79834,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,37.0,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,2.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,2.5
93471,,,,,,,,,,,37.66666666666666,,,,,,,,,,,,,2.305555566666667,,,,,,,3.333333333333333
19538,,,,,,,,,,,35.666666666666664,,,,,,,,,,,,,2.0277777666666665,,,,,,,3.222222233333333
14595,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,2.3611110666666666,,,,,,,3.333333333333333
