egoid,SelfEsteem_1_1,SelfEsteem_2_1,SelfEsteem_3_1,SelfEsteem_4_1,SelfEsteem_5_1,SelfEsteem_6_1,SelfEsteem_7_1,SelfEsteem_8_1,SelfEsteem_9_1,SelfEsteem_10_1,SelfEsteem_1,Trust_1_1,Trust_2_1,Trust_3_1,Trust_4_1,Trust_5_1,Trust_6_1,Trust_1,SelfReg_Exercise_1_1,SelfReg_Exercise_2_1,SelfReg_Exercise_3_1,SelfReg_Exercise_4_1,SelfReg_Exercise_5_1,SelfReg_Exercise_6_1,SelfReg_Exercise_7_1,SelfReg_Exercise_8_1,SelfReg_Exercise_9_1,SelfReg_Exercise_10_1,SelfReg_Exercise_11_1,SelfReg_Exercise_12_1,SelfReg_Exercise_13_1,SelfReg_Exercise_14_1,SelfReg_Exercise_15_1,SelfReg_Exercise_16_1,SRQE_Ext_1,SRQE_Introj_1,SRQE_Ident_1,SRQE_Intrin_1,SRQE_RAI_1,lonely_1_1,lonely_2_1,lonely_3_1,lonely_4_1,lonely_5_1,lonely_6_1,lonely_7_1,lonely_8_1,lonely_9_1,lonely_10_1,lonely_11_1,lonely_12_1,lonely_13_1,lonely_14_1,lonely_15_1,selsa_rom_1,selsa_fam_1,selsa_soc_1,SelfEff_exercise_1_1,SelfEff_exercise_2_1,SelfEff_exercise_3_1,SelfEff_exercise_4_1,SelfEff_exercise_5_1,SelfEff_exercise_6_1,SelfEff_exercise_7_1,SelfEff_exercise_8_1,SelfEff_exercise_9_1,SelfEff_exercise_10_1,SelfEff_exercise_11_1,SelfEff_exercise_12_1,SelfEff_exercise_13_1,SelfEff_exercise_14_1,SelfEff_exercise_15_1,SelfEff_exercise_16_1,SelfEff_exercise_17_1,SelfEff_exercise_18_1,SelfEff_exercise_scale_1,SelfEff_diet_1_1,SelfEff_diet_2_1,SelfEff_diet_3_1,SelfEff_diet_4_1,SelfEff_diet_5_1,SelfEff_diet_6_1,SelfEff_diet_7_1,SelfEff_diet_8_1,SelfEff_diet_9_1,SelfEff_diet_10_1,SelfEff_diet_11_1,SelfEff_diet_12_1,SelfEff_diet_13_1,SelfEff_diet_14_1,SelfEff_diet_15_1,SelfEff_diet_16_1,SelfEff_diet_17_1,SelfEff_diet_18_1,SelfEff_diet_19_1,SelfEff_diet_20_1,SelfEff_diet_21_1,SelfEff_diet_22_1,SelfEff_diet_23_1,SelfEff_diet_24_1,SelfEff_diet_25_1,SelfEff_diet_26_1,SelfEff_diet_27_1,SelfEff_diet_28_1,SelfEff_diet_29_1,SelfEff_diet_scale_1,SelfReg_1_1,SelfReg_3_1,SelfReg_4_1,SelfReg_5_1,SelfReg_6_1,SelfReg_7_1,SelfReg_8_1,SelfReg_9_1,SelfReg_10_1,SelfReg_11_1,SelfReg_12_1,SelfReg_13_1,selfreg_scale_1
29718,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,39.0,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,6,Not at all true,5,3,5,3,2,5,6,5,Not at all true,6,5,Not at all true,5,6,1.25,4.25,5.75,5.0,9.0,,,,,,,,,,,,,,,,,,,60.0,30.0,100.0,60.0,90.0,75.0,90.0,50.0,35.0,40.0,30.0,50.0,90.0,45.0,90.0,50.0,40.0,90.0,61.944443,51.0,41.0,18.0,28.0,29.0,77.0,47.0,29.0,38.0,52.0,27.0,28.0,50.0,27.0,51.0,26.0,36.0,36.0,22.0,66.0,88.0,30.0,24.0,88.0,84.0,85.0,25.0,84.0,85.0,47.310345,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,3.0
26800,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,48.0,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,3.5,6,Not at all true,5,2,6,2,Not at all true,6,Very true,5,Not at all true,5,5,3,6,Very true,1.5,3.75,6.25,5.5,10.5,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.71976924,-0.60841566,-0.8127104,52.0,50.0,99.0,8.0,92.0,91.0,95.0,17.0,27.0,23.0,42.0,29.0,35.0,48.0,92.0,57.0,45.0,89.0,55.055557,72.0,34.0,7.0,40.0,24.0,62.0,79.0,62.0,31.0,14.0,16.0,15.0,18.0,47.0,56.0,23.0,24.0,26.0,87.0,84.0,71.0,77.0,25.0,37.0,93.0,50.0,38.0,93.0,45.0,46.551723,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.8333334
60493,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,34.0,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.5,3,Not at all true,Somewhat true,2,5,Somewhat true,Not at all true,5,5,Somewhat true,Not at all true,Somewhat true,3,2,Somewhat true,5,1.25,3.0,4.75,4.25,7.75,,,,,,,,,,,,,,,,,,,30.0,60.0,50.0,20.0,30.0,20.0,80.0,40.0,50.0,60.0,30.0,5.0,10.0,20.0,90.0,15.0,10.0,15.0,35.277779,30.0,20.0,20.0,20.0,80.0,40.0,30.0,20.0,20.0,50.0,30.0,15.0,5.0,20.0,15.0,15.0,10.0,10.0,10.0,10.0,50.0,60.0,15.0,40.0,80.0,30.0,20.0,15.0,20.0,27.586206,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,2.5
52051,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,40.0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,3.3333333,Very true,Somewhat true,Very true,6,Very true,3,Not at all true,Very true,Very true,Very true,Not at all true,6,2,Not at all true,6,Very true,1.75,4.5,6.75,6.75,12.25,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.13978951,-0.5333727,-0.8014102,100.0,100.0,100.0,100.0,90.0,47.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0,89.0,95.055557,100.0,100.0,20.0,47.0,46.0,100.0,100.0,100.0,48.0,47.0,100.0,48.0,100.0,94.0,100.0,18.0,100.0,100.0,100.0,45.0,90.0,9.0,28.0,100.0,100.0,100.0,100.0,100.0,100.0,77.241379,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.4166666
30972,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,28.0,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,3.1666667,6,Not at all true,Somewhat true,Very true,Somewhat true,Not at all true,Not at all true,3,3,Somewhat true,Not at all true,3,Very true,Somewhat true,3,Somewhat true,1.75,5.25,3.5,3.5,1.75,,,,,,,,,,,,,,,,,,,83.0,19.0,100.0,100.0,100.0,54.0,22.0,100.0,78.0,98.0,29.0,5.0,42.0,76.0,99.0,16.0,18.0,69.0,61.555557,55.0,15.0,15.0,79.0,100.0,100.0,100.0,49.0,6.0,83.0,50.0,8.0,100.0,32.0,46.0,7.0,100.0,16.0,100.0,100.0,0.0,79.0,5.0,80.0,39.0,9.0,42.0,27.0,50.0,51.448277,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,2.1666667
47142,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,36.0,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,3.1666667,Somewhat true,Not at all true,6,5,6,3,Not at all true,6,6,6,Not at all true,6,Somewhat true,Not at all true,6,6,1.0,4.0,6.0,6.0,12.0,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,0.76502895,-0.032411281,0.13082045,80.0,80.0,88.0,80.0,71.0,71.0,73.0,80.0,51.0,87.0,75.0,20.0,84.0,92.0,88.0,20.0,17.0,52.0,67.166664,98.0,89.0,16.0,95.0,50.0,83.0,80.0,71.0,89.0,20.0,9.0,22.0,6.0,5.0,67.0,47.0,9.0,5.0,13.0,12.0,51.0,59.0,6.0,84.0,75.0,75.0,7.0,96.0,87.0,49.172413,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.4166667
69217,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,38.0,Strongly Agree,Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,4.3333335,6,Not at all true,2,6,6,2,2,Somewhat true,5,Not at all true,Not at all true,5,5,Not at all true,5,6,1.25,4.75,5.5,3.0,4.25,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,78.0,100.0,90.0,89.0,100.0,41.0,100.0,75.0,100.0,100.0,53.0,73.0,100.0,88.833336,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.0,72.0,73.0,78.0,86.0,53.0,89.0,54.0,78.0,80.0,74.0,75.0,73.0,100.0,100.0,100.0,100.0,100.0,92.0,87.344826,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,2.0
69009,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,43.0,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,Somewhat true,Not at all true,3,3,5,Not at all true,Not at all true,Somewhat true,Somewhat true,Somewhat true,Not at all true,5,3,Not at all true,5,5,1.0,2.75,4.75,4.0,8.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.80840647,-0.4436664,-0.521384,40.0,62.0,28.0,17.0,16.0,17.0,16.0,16.0,19.0,52.0,56.0,50.0,15.0,32.0,41.0,6.0,12.0,29.0,29.111111,6.0,7.0,9.0,10.0,96.0,67.0,52.0,6.0,2.0,23.0,16.0,11.0,11.0,23.0,19.0,19.0,18.0,22.0,22.0,58.0,12.0,55.0,15.0,17.0,94.0,12.0,12.0,99.0,20.0,28.724138,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,2.0833333
84390,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,38.0,Agree,Disagree,Disagree,Disagree,Agree,Agree,3.3333333,Somewhat true,Not at all true,Somewhat true,3,6,3,Not at all true,Very true,6,5,Not at all true,Very true,Somewhat true,3,Very true,Somewhat true,1.5,3.5,5.75,5.75,10.75,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,-0.23933302,-0.25459582,-0.8127954,6.0,3.0,70.0,55.0,54.0,56.0,30.0,55.0,25.0,51.0,1.0,9.0,2.0,23.0,3.0,3.0,1.0,47.0,27.444445,60.0,48.0,1.0,2.0,19.0,46.0,60.0,62.0,34.0,1.0,1.0,2.0,1.0,1.0,16.0,3.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,13.0,2.0,13.655172,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,1.6666666
74845,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,3.3333333,Somewhat true,Not at all true,Very true,Not at all true,Very true,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Somewhat true,Not at all true,Very true,Very true,1.0,2.5,7.0,7.0,16.5,,,,,,,,,,,,,,,,,,,74.0,20.0,100.0,59.0,100.0,100.0,100.0,71.0,77.0,100.0,19.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,80.833336,100.0,100.0,100.0,55.0,28.0,100.0,100.0,100.0,100.0,100.0,100.0,27.0,100.0,100.0,59.0,57.0,100.0,47.0,100.0,100.0,100.0,49.0,55.0,100.0,100.0,99.0,49.0,100.0,100.0,83.620689,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.0833334
90905,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,28.0,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Agree,4.0,Somewhat true,Somewhat true,5,5,Very true,6,Somewhat true,5,6,3,5,6,Very true,2,6,6,3.75,5.5,6.25,4.75,2.75,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,0.92381334,3.6458845,-1.3153094,30.0,80.0,70.0,24.0,90.0,25.0,75.0,71.0,50.0,85.0,74.0,84.0,70.0,95.0,50.0,70.0,45.0,96.0,65.777779,71.0,53.0,25.0,23.0,97.0,85.0,61.0,19.0,15.0,51.0,33.0,37.0,80.0,39.0,91.0,47.0,13.0,88.0,96.0,55.0,91.0,6.0,19.0,19.0,96.0,32.0,65.0,14.0,57.0,50.965519,Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,3.6666667
39659,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,48.0,Disagree,Agree,Disagree,Agree,Agree,Agree,3.0,Very true,2,Somewhat true,Very true,Very true,Not at all true,Not at all true,Somewhat true,Very true,Somewhat true,Not at all true,5,Very true,5,6,Very true,2.25,5.5,6.5,4.5,5.5,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.71976924,-0.60841566,-0.8127104,58.0,96.0,99.0,64.0,51.0,55.0,98.0,46.0,73.0,99.0,50.0,100.0,97.0,90.0,98.0,43.0,48.0,61.0,73.666664,97.0,97.0,7.0,100.0,13.0,99.0,99.0,98.0,42.0,1.0,87.0,42.0,22.0,12.0,48.0,11.0,92.0,4.0,94.0,98.0,99.0,72.0,1.0,62.0,87.0,99.0,21.0,100.0,14.0,59.241379,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.8333334
62072,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.5,Somewhat true,Not at all true,5,Not at all true,Very true,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Very true,Not at all true,Very true,Very true,1.0,3.25,7.0,6.5,14.75,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,76.0,95.0,100.0,99.0,78.0,84.0,98.0,79.0,79.0,87.0,100.0,100.0,91.0,75.0,99.0,90.944443,82.0,61.0,83.0,97.0,79.0,97.0,79.0,65.0,85.0,81.0,49.0,49.0,53.0,54.0,57.0,61.0,93.0,28.0,26.0,30.0,31.0,35.0,35.0,59.0,97.0,99.0,58.0,99.0,98.0,66.206894,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.3333334
60396,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,38.0,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,3.8333333,5,Not at all true,6,Somewhat true,5,2,Not at all true,6,Very true,5,Not at all true,6,Somewhat true,2,Very true,Very true,1.25,3.75,6.25,6.0,12.0,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.84742218,-0.6599353,-0.80345267,98.0,88.0,100.0,100.0,95.0,94.0,94.0,98.0,87.0,100.0,79.0,91.0,100.0,96.0,100.0,93.0,90.0,100.0,94.611115,92.0,88.0,53.0,79.0,86.0,95.0,90.0,88.0,78.0,85.0,85.0,75.0,79.0,92.0,90.0,75.0,76.0,93.0,77.0,75.0,100.0,79.0,61.0,86.0,96.0,76.0,82.0,100.0,96.0,83.689651,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.75
61084,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,46.0,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,3.8333333,Not at all true,Not at all true,Very true,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,5,Very true,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,6,1.0,1.0,4.75,5.5,12.75,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6721231,-0.70376343,-0.68610728,90.0,70.0,90.0,100.0,95.0,100.0,100.0,95.0,75.0,100.0,90.0,65.0,100.0,100.0,100.0,75.0,75.0,100.0,90.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0,70.0,85.0,100.0,70.0,100.0,90.0,100.0,100.0,90.0,100.0,85.0,85.0,100.0,100.0,100.0,95.0,80.0,100.0,100.0,85.0,100.0,100.0,93.620689,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.8333334
92412,Strongly Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,43.0,Agree,Agree,Disagree,Disagree,Disagree,Agree,3.3333333,Somewhat true,Not at all true,6,Not at all true,5,2,Not at all true,6,Very true,6,Not at all true,6,5,3,5,Very true,1.5,3.0,6.25,5.75,11.75,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.73935002,-0.78377855,-0.0023623956,100.0,85.0,100.0,80.0,90.0,100.0,60.0,80.0,100.0,100.0,60.0,40.0,75.0,100.0,100.0,33.0,25.0,100.0,79.333336,33.0,33.0,50.0,75.0,50.0,100.0,90.0,60.0,75.0,75.0,20.0,50.0,80.0,60.0,95.0,85.0,40.0,20.0,40.0,15.0,17.0,70.0,50.0,80.0,85.0,90.0,20.0,65.0,70.0,58.379311,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,1.75
92038,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,47.0,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Very true,Not at all true,Very true,Very true,Very true,3,2,6,Very true,6,Not at all true,6,Very true,6,Very true,Very true,2.5,6.0,6.75,6.5,8.75,Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,0.82319832,-0.15642039,-0.91435379,91.0,98.0,100.0,55.0,65.0,,88.0,52.0,16.0,80.0,15.0,71.0,76.0,64.0,93.0,100.0,70.0,81.0,71.470589,91.0,90.0,71.0,67.0,86.0,87.0,85.0,34.0,,13.0,52.0,10.0,55.0,54.0,57.0,36.0,64.0,54.0,54.0,55.0,,62.0,35.0,,81.0,34.0,14.0,56.0,82.0,56.884617,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.6666666
33388,Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,37.0,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,2.0,Very true,Somewhat true,5,Very true,Very true,Very true,Not at all true,3,Very true,Somewhat true,Very true,Somewhat true,Very true,3,Very true,Very true,3.75,7.0,6.25,4.75,1.25,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.58545351,-0.92900908,1.2183897,4.0,90.0,95.0,100.0,100.0,20.0,85.0,100.0,100.0,84.0,47.0,9.0,3.0,100.0,100.0,2.0,2.0,100.0,63.388889,17.0,10.0,2.0,7.0,75.0,55.0,6.0,0.0,18.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,61.0,79.0,4.0,2.0,73.0,44.0,16.724138,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,3.0
31717,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,41.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,5,Not at all true,Somewhat true,2,6,2,Not at all true,6,6,Somewhat true,Not at all true,5,Not at all true,3,5,6,1.5,2.5,5.75,4.75,9.75,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.95152968,-0.68862206,-0.77559954,51.0,70.0,17.0,13.0,41.0,25.0,7.0,7.0,5.0,3.0,3.0,48.0,8.0,90.0,100.0,63.0,6.0,4.0,31.166666,23.0,38.0,2.0,29.0,67.0,100.0,100.0,54.0,17.0,40.0,45.0,46.0,56.0,23.0,47.0,10.0,70.0,69.0,32.0,39.0,22.0,58.0,4.0,35.0,55.0,15.0,6.0,98.0,39.0,42.724136,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Agree,2.1666667
18324,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,36.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333,Very true,5,5,Somewhat true,5,2,2,Very true,Very true,5,2,6,6,3,Very true,6,3.0,4.75,6.0,6.0,7.25,,,,,,,,,,,,,,,,,,,80.0,90.0,89.0,83.0,82.0,80.0,88.0,75.0,50.0,75.0,90.0,90.0,75.0,100.0,85.0,100.0,40.0,90.0,81.222221,70.0,85.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,85.0,75.0,70.0,70.0,95.0,100.0,100.0,75.0,95.0,95.0,95.0,70.0,65.0,100.0,100.0,100.0,90.0,100.0,100.0,89.827583,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,2.0833333
86440,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,41.0,Disagree,Agree,Disagree,Agree,Agree,Agree,3.0,Not at all true,Not at all true,Somewhat true,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,5,6,Not at all true,3,3,Not at all true,5,3,1.0,1.5,3.75,4.75,9.75,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-1.0566347,0.18483832,0.42833853,27.0,29.0,68.0,25.0,71.0,25.0,50.0,62.0,42.0,58.0,20.0,24.0,62.0,42.0,79.0,37.0,28.0,80.0,46.055557,78.0,25.0,24.0,69.0,34.0,70.0,75.0,50.0,23.0,50.0,22.0,24.0,11.0,32.0,66.0,25.0,70.0,19.0,19.0,70.0,23.0,71.0,32.0,70.0,70.0,71.0,44.0,74.0,73.0,47.724136,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,2.5
